id,name,brand,calories,fat,carbs,protein,source
294,"Kiełbasa Śląska ","Agro Rydzyna",224kcal,16.00g,3.40g,16.00g,fatsecret
295,"Frankfurterki ","Agro Rydzyna",203kcal,12.00g,1.30g,22.00g,fatsecret
296,"Polędwiczka Łososiowa","Agro Rydzyna",117kcal,2.90g,2.30g,20.00g,fatsecret
297,Mortadela,"Agro Rydzyna",298kcal,27.00g,3.20g,10.00g,fatsecret
298,"Kiełbasa Myśliwska ","Agro Rydzyna",249kcal,19.00g,1.10g,18.00g,fatsecret
299,"Metka Tatarska Wołowa","Agro Rydzyna",123kcal,4.10g,2.20g,19.00g,fatsecret
300,"Mięso Garmażeryjne","Agro Rydzyna",247kcal,20.00g,1.30g,15.00g,fatsecret
301,"Smalec Gęsi",Agro-Top,898kcal,100.00g,0.00g,0.00g,fatsecret
302,"Smalec Staropolski ze Skwarkami ",Agro-Top,847kcal,92.00g,1.50g,5.60g,fatsecret
303,"Smalec Kaczy ",Agro-Top,897kcal,99.00g,0.60g,0.00g,fatsecret
304,"Myśliwski Smalec z Dzika",Agro-Top,711kcal,73.00g,1.50g,12.00g,fatsecret
305,"Smalec Bekonowy",Agro-Top,816kcal,88.00g,0.00g,4.30g,fatsecret
306,"Płatki Ryżowe",Agrol,361kcal,3.00g,76.00g,0.50g,fatsecret
307,"Kasza Gryczana z Warzywami",Agrol,354kcal,2.80g,70.00g,12.80g,fatsecret
308,"Kasza Jęczmienna z Warzywami",Agrol,353kcal,2.30g,73.70g,9.50g,fatsecret
309,"Płatki Jęczmienne Błyskawicznie ",Agrol,337kcal,1.80g,65.00g,8.30g,fatsecret
310,"Grochówka Żołnierska",Agrovita,126kcal,6.20g,10.00g,6.20g,fatsecret
311,"Frutti Muss Chia Mango",Agrovita,78kcal,1.60g,12.90g,1.30g,fatsecret
312,Majonez,Agrovita,655kcal,71.00g,3.50g,0.60g,fatsecret
313,"Sos Spaghetti ",Agrovita,76kcal,2.10g,12.70g,1.10g,fatsecret
314,"Fruttimuss Chia Granat",Agrovita,83kcal,2.10g,12.40g,1.60g,fatsecret
315,"Guma do Żucia",Airwaves,151kcal,0.00g,62.90g,0.00g,fatsecret
316,"Oyakata Japoński Kurczak Teriyaki",Ajinomoto,242kcal,10.80g,29.90g,4.90g,fatsecret
317,"Oyakata Chicken Ramen",Ajinomoto,81kcal,4.00g,9.10g,1.80g,fatsecret
318,"Oyakata Miso Ramen",Ajinomoto,85kcal,3.80g,10.40g,2.10g,fatsecret
319,"Oyakata Soy Sauce Ramen",Ajinomoto,79kcal,3.60g,9.40g,1.80g,fatsecret
320,Oyakata,Ajinomoto,219kcal,9.50g,28.00g,4.80g,fatsecret
321,"Oyakata Pad Thai Chicken",Ajinomoto,236kcal,11.00g,29.00g,4.60g,fatsecret
322,"Oyakata Pork Ramen",Ajinomoto,95kcal,4.00g,11.00g,2.40g,fatsecret
323,"Oyakata Korean Barbecue",Ajinomoto,245kcal,12.00g,29.00g,4.50g,fatsecret
324,"Yum Yum Kurczak Ostry ",Ajinomoto,73kcal,3.20g,9.30g,1.50g,fatsecret
325,"Wołowina Teriyaki",Ajinomoto,239kcal,11.40g,29.00g,4.90g,fatsecret
326,"Yakinoodles Fried Noodles Teriyaki",Ajinomoto,178kcal,7.20g,24.00g,4.30g,fatsecret
327,"Rosół Ostry",Ajinomoto,72kcal,3.30g,8.80g,1.50g,fatsecret
328,Pomidorowa,Ajinomoto,77kcal,3.40g,9.60g,1.60g,fatsecret
329,"Pasztet Rybny",Ajtel,189kcal,11.41g,9.50g,12.10g,fatsecret
330,"Pasta Kawiorowa w Sosie Pomidorowym",Ajtel,111kcal,5.07g,1.70g,15.00g,fatsecret
331,"Wątróbka Rybna",Ajtel,491kcal,49.72g,0.50g,6.40g,fatsecret
332,"Orzeszki Ziemne ",Akardo,644kcal,50.00g,22.00g,24.00g,fatsecret
333,"Orzeszki Ziemne Smażone w Chrupkiej Skorupce",Akardo,529kcal,34.00g,42.00g,12.00g,fatsecret
334,"Słonecznik Prażony",Akardo,590kcal,48.00g,17.00g,19.00g,fatsecret
335,"Orzeszki Ziemne Smażone Solone",Akardo,665kcal,52.50g,15.30g,28.00g,fatsecret
336,"Orzeszki Ziemne Prażone",Akardo,644kcal,50.00g,22.00g,24.00g,fatsecret
337,"Orzeszki Ziemne w Skorupce",Akardo,502kcal,32.00g,40.30g,11.50g,fatsecret
338,"Orzeszki Ziemne Prażone Niesolone",Akardo,635kcal,51.00g,17.00g,27.00g,fatsecret
339,"Paluszki Beskidzkie z Solą",Aksam,390kcal,5.50g,73.00g,11.00g,fatsecret
340,"Paluszki Beskidzkie o Smaku Serowo-Cebulowym",Aksam,397kcal,5.80g,73.00g,12.00g,fatsecret
341,"Beskidzkie Paluchy z Sezamem",Aksam,451kcal,15.00g,63.00g,14.00g,fatsecret
342,"Beskidzkie Precelki",Aksam,392kcal,8.20g,68.00g,9.10g,fatsecret
343,"Beskidzkie Paluchy z Solą",Aksam,386kcal,5.30g,73.00g,10.00g,fatsecret
344,"Beskidzkie Paluszki z Sezamem",Aksam,415kcal,8.20g,72.00g,11.00g,fatsecret
345,"Beskidzkie Bajgle Klasyczne",Aksam,374kcal,8.80g,65.00g,8.20g,fatsecret
346,"Precelki w Mlecznej Czekoladzie",Aksam,489kcal,22.00g,62.00g,8.50g,fatsecret
347,"Beskidzkie Paluszki Delikatesowe",Aksam,405kcal,5.50g,76.00g,12.00g,fatsecret
348,"Paluszki Beskidzkie Bekonowe ",Aksam,405kcal,6.00g,75.00g,11.00g,fatsecret
349,"Beskidzkie Orzeszki o Smaku Papryki",Aksam,522kcal,26.40g,54.80g,12.40g,fatsecret
350,"Paluszki Beskidzkie Pikantne",Aksam,391kcal,3.80g,77.00g,10.00g,fatsecret
351,"Krakersy Beskidzkie",Aksam,467kcal,17.90g,65.40g,9.90g,fatsecret
352,"Beskidzkie Łakocie Choco Pałki",Aksam,517kcal,27.00g,63.00g,4.40g,fatsecret
353,"Beskidzkie Orzeszki Solone",Aksam,518kcal,26.00g,55.00g,12.00g,fatsecret
354,"Beskidzkie Misiaki Paluszki",Aksam,403kcal,5.30g,75.00g,12.00g,fatsecret
355,"Beskidzkie Orzeszk Wasabi",Aksam,514kcal,28.80g,45.80g,13.40g,fatsecret
356,"Beskidzkie Chrupki o Smaku Orzechowym",Aksam,514kcal,27.30g,54.70g,12.40g,fatsecret
357,"Baciarki z Ziołami i Solą Morską",Aksam,419kcal,9.80g,70.00g,11.00g,fatsecret
358,"Beskidzkie Paluchy o Smaku Serowo-Cebulowym",Aksam,397kcal,6.00g,74.00g,10.00g,fatsecret
359,"Beskidzkie Paluchy z Serem i Solą",Aksam,406kcal,8.60g,68.00g,12.00g,fatsecret
360,"Beskidzkie Grulsy o Smaku Ziemniaka z Ogniska",Aksam,423kcal,12.00g,63.00g,14.00g,fatsecret
361,"Beskidzkie Orzeszki Barbeque",Aksam,531kcal,34.00g,40.30g,12.10g,fatsecret
362,"Beskidzkie Orzeszki w Karmelu",Aksam,569kcal,39.00g,30.00g,22.00g,fatsecret
363,"Beskidzkie Orzeszki z Solą",Aksam,659kcal,56.00g,9.20g,28.00g,fatsecret
364,"Milk Cream",Alaska,552kcal,34.40g,54.00g,7.10g,fatsecret
365,"Rurki Kukurydziane Nadziewane Kremem o Smaku Orzechów Laskowych ",Alaska,538kcal,32.07g,56.31g,6.07g,fatsecret
366,"Cocoa Cream",Alaska,538kcal,31.70g,57.50g,6.10g,fatsecret
367,"Rurki Kukurydziane",Alaska,540kcal,31.71g,56.32g,7.36g,fatsecret
368,"Rurki Kukurydziane Nadziewane Kremem Kakaowym ",Alaska,541kcal,31.98g,57.11g,6.24g,fatsecret
369,"Coconut Cream",Alaska,546kcal,33.20g,55.30g,6.90g,fatsecret
370,"Pizza Diavolo",Alberto,231kcal,8.20g,27.00g,11.00g,fatsecret
371,"Pizza Prosciutto",Alberto,219kcal,5.80g,29.00g,11.00g,fatsecret
372,"Pizza Rucola",Alberto,224kcal,8.80g,27.00g,7.90g,fatsecret
373,"Czekolada Gorzka 100%","Alce Nero",650kcal,60.00g,8.00g,12.00g,fatsecret
374,Kakao,"Alce Nero",407kcal,21.00g,19.00g,22.00g,fatsecret
375,"Spaghetti Integrali Grano Duro","Alce Nero",346kcal,2.10g,66.00g,12.00g,fatsecret
376,"Bulion - Kostki Warzywne","Alce Nero",199kcal,4.70g,35.00g,3.00g,fatsecret
377,"Cacao in Polvere","Alce Nero",407kcal,21.00g,19.00g,22.00g,fatsecret
378,"Spaghetti Integrali Farro","Alce Nero",359kcal,1.50g,71.00g,14.00g,fatsecret
379,"Bułka Fitness z Marchewką",Aldi,265kcal,4.60g,44.00g,9.00g,fatsecret
380,"Bułka Brioszka",Aldi,330kcal,9.00g,52.00g,8.90g,fatsecret
381,"Ciastka Korzenne",Aldi,477kcal,18.70g,70.00g,6.00g,fatsecret
382,Prosciutto,Aldi,222kcal,12.00g,1.00g,27.50g,fatsecret
383,"Krewetki ",Aldi,71kcal,0.50g,0.50g,18.00g,fatsecret
384,"Ser Gouda Panierowany ",Aldi,332kcal,21.00g,19.00g,16.00g,fatsecret
385,"Chleb Razowy",Aldi,216kcal,2.00g,43.00g,5.00g,fatsecret
386,"Szynka Pieczona",Aldi,107kcal,2.00g,1.00g,21.00g,fatsecret
387,"Serek Twarogowy",Aldi,270kcal,26.00g,3.00g,6.00g,fatsecret
388,"Antipasti Creme z Papryką Czereśniową",Aldi,277kcal,24.00g,9.30g,5.40g,fatsecret
389,Tzatziki,Aldi,173kcal,14.80g,5.20g,4.40g,fatsecret
390,"Ciastko Duńskie z Maliną",Aldi,371kcal,18.50g,47.80g,5.40g,fatsecret
391,"Warzywa na Patelnię",Aldi,72kcal,0.30g,7.00g,1.90g,fatsecret
392,"Serek Twarogowy z Ziołami ",Aldi,265kcal,25.00g,4.00g,6.00g,fatsecret
393,"Płatki Owsiane",Aldi,372kcal,7.00g,58.70g,13.50g,fatsecret
394,"Groszek Konserwowy",Aldi,69kcal,0.40g,8.30g,5.30g,fatsecret
395,"Torcik Czekoladowy",Aldi,475kcal,25.00g,56.00g,5.20g,fatsecret
396,"Lunchbox z Kurczakiem",Aldi,193kcal,14.00g,7.90g,7.50g,fatsecret
397,"Ciasto Francuskie ",Aldi,428kcal,30.00g,31.00g,5.60g,fatsecret
398,"Lean Beef Mince",Aldi,122kcal,4.50g,0.00g,20.00g,fatsecret
399,"Warzywa w Masełku",Aldi,97kcal,5.30g,7.80g,2.70g,fatsecret
400,"Chałwa Sezamowa Kakaowa",Aldi,527kcal,31.20g,43.40g,14.80g,fatsecret
401,"Ser Limburger",Aldi,265kcal,19.00g,0.50g,23.00g,fatsecret
402,"Schab Tradycyjny",Aldi,155kcal,5.00g,2.50g,25.00g,fatsecret
403,"Kieszonki Pita",Aldi,267kcal,2.40g,50.00g,9.70g,fatsecret
404,Cappuccino,Aldi,64kcal,1.30g,9.70g,3.20g,fatsecret
405,"Mięso z Indyka na Kotlety",Aldi,137kcal,7.20g,0.60g,17.70g,fatsecret
406,"Topi Maxi",Aldi,152kcal,8.20g,16.00g,3.80g,fatsecret
407,Feta,Aldi,282kcal,24.20g,0.20g,16.00g,fatsecret
408,"Parówki Wieprzowe Classic",Aldi,252kcal,21.00g,2.70g,13.00g,fatsecret
409,Mascarpone,Aldi,390kcal,40.00g,3.50g,4.00g,fatsecret
410,"Puree Ziemniaczane ",Aldi,66kcal,0.90g,12.00g,2.00g,fatsecret
411,"Serek Wiejski",Aldi,66kcal,1.30g,4.20g,9.50g,fatsecret
412,"Delikatesowa Szynka Gotowana",Aldi,103kcal,2.00g,1.00g,20.00g,fatsecret
413,"Ravioli w Sosie Bolognese",Aldi,72kcal,1.50g,11.00g,3.00g,fatsecret
414,"Double Cream ",Aldi,467kcal,51.00g,1.60g,1.50g,fatsecret
415,"Paluszki Rybne",Aldi,178kcal,7.80g,12.40g,14.00g,fatsecret
416,"Salami Delikatne",Aldi,442kcal,40.00g,3.10g,17.00g,fatsecret
417,"Iso Light",Aldi,19kcal,0.00g,4.40g,0.00g,fatsecret
418,"Jogurt Kremowy",Aldi,138kcal,7.80g,14.40g,2.50g,fatsecret
419,"Bio Chleb Owsiany z Nasionami Oleistymi",Aldi,296kcal,18.00g,18.00g,11.00g,fatsecret
420,"Sardynki w Oleju Słonecznikowym z Cytryną",Aldi,326kcal,27.00g,0.50g,20.00g,fatsecret
421,"Kabanosy Myśliwskie",Aleksandria,342kcal,25.90g,3.90g,23.20g,fatsecret
422,"Parówki",Aleksandria,255kcal,21.70g,3.80g,11.80g,fatsecret
423,"Orzechy Nerkowca",Alesto,600kcal,47.60g,19.80g,20.50g,fatsecret
424,"Orzechy Włoskie ",Alesto,712kcal,69.10g,3.70g,15.50g,fatsecret
425,"Migdały",Alesto,645kcal,56.00g,5.40g,24.20g,fatsecret
426,"Kalifornijskie Pistacje Prażone i Solone",Alesto,605kcal,49.20g,10.30g,26.50g,fatsecret
427,"Orzechy Brazylijskie ",Alesto,697kcal,66.50g,2.70g,16.90g,fatsecret
428,Nerkowce,Alesto,599kcal,47.00g,23.10g,18.80g,fatsecret
429,"Migdały Łuskane",Alesto,621kcal,53.30g,4.80g,24.50g,fatsecret
430,"Słonecznik Łuskany",Alesto,645kcal,53.40g,11.10g,20.40g,fatsecret
431,"Mix Orzechy",Alesto,646kcal,55.70g,10.40g,22.10g,fatsecret
432,"Mieszanka Studencka",Alesto,507kcal,31.60g,37.20g,15.50g,fatsecret
433,"Daktyle Suszone",Alesto,285kcal,0.30g,64.00g,2.20g,fatsecret
434,"Śliwki Suszone",Alesto,245kcal,0.50g,53.40g,2.30g,fatsecret
435,"Rodzynki Jumbo",Alesto,313kcal,0.90g,71.10g,3.10g,fatsecret
436,"Orzechy Pekan",Alesto,725kcal,71.40g,4.20g,11.50g,fatsecret
437,"Królewska Mieszanka Orzechów ",Alesto,646kcal,58.00g,6.40g,20.40g,fatsecret
438,Chia,Alesto,433kcal,29.00g,5.10g,21.30g,fatsecret
439,"Pestki Dyni Styryjskiej",Alesto,593kcal,47.70g,3.60g,34.40g,fatsecret
440,"Orzeszki w Panierce",Alesto,515kcal,33.00g,41.90g,12.40g,fatsecret
441,"Protein Mix",Alesto,558kcal,41.80g,9.00g,29.70g,fatsecret
442,"Żurawina Suszona",Alesto,342kcal,1.20g,78.00g,0.70g,fatsecret
443,"Prażone Orzechy Laskowe Łuskane",Alesto,722kcal,70.50g,3.50g,14.30g,fatsecret
444,"Chipsy Jabłkowe",Alesto,358kcal,0.70g,78.00g,1.70g,fatsecret
445,"Orzechy Makadamia",Alesto,760kcal,77.10g,4.80g,8.30g,fatsecret
446,"Mieszanka Prażonych Orzechów",Alesto,641kcal,57.00g,5.70g,20.00g,fatsecret
447,"Nuts Royal",Alesto,646kcal,58.00g,6.40g,20.40g,fatsecret
448,"Orzeszki Ziemne Smażone i Solone",Alesto,619kcal,51.20g,11.00g,24.40g,fatsecret
449,"Orzeszki Ziemne w Cieście o Smaku Paprykowym",Alesto,514kcal,31.80g,40.80g,13.90g,fatsecret
450,"Figi Suszone",Alesto,246kcal,2.40g,48.00g,2.80g,fatsecret
451,"Morele Suszone",Alesto,193kcal,0.30g,42.00g,2.00g,fatsecret
452,"Słonecznik Prażony i Solony ",Alesto,648kcal,56.00g,7.50g,24.00g,fatsecret
453,"Mieszanka z Suszonej Żurawiny i Orzechów Nerkowca",Alesto,471kcal,24.00g,50.60g,10.40g,fatsecret
454,"Mieszanka Orzechów Łuskanych",Alesto,646kcal,58.00g,6.40g,20.40g,fatsecret
455,"Słonecznik Prażony",Alesto,313kcal,26.50g,2.10g,14.00g,fatsecret
456,"Pistacje Kalifornijskie bez Soli",Alesto,605kcal,49.20g,10.30g,26.50g,fatsecret
457,"Orzeszki Ziemne Prażone i Niesolone",Alesto,610kcal,49.20g,11.60g,25.80g,fatsecret
458,"Pistacje Praźone",Alesto,655kcal,53.90g,16.20g,22.40g,fatsecret
459,"Raw Kokos + Kakao",Alesto,401kcal,18.00g,48.30g,5.00g,fatsecret
460,"Orzechy Nerkowca Prażone i Solone",Alesto,617kcal,48.40g,26.00g,17.40g,fatsecret
461,"Migdały Smażone i Solone",Alesto,644kcal,56.30g,6.00g,24.00g,fatsecret
462,"Mixed Nuts",Alesto,646kcal,58.00g,6.40g,20.40g,fatsecret
463,"Raw Kakao + Ziarna Kakaowca ",Alesto,353kcal,11.30g,46.60g,6.60g,fatsecret
464,"Orzechy Makadamia Prażone i Solone",Alesto,760kcal,77.10g,4.80g,8.30g,fatsecret
465,"Soft Dates",Alesto,285kcal,0.30g,64.00g,2.20g,fatsecret
466,"Orzeszki Ziemne z Papryką",Alesto,590kcal,45.60g,16.00g,25.30g,fatsecret
467,"Mango Suszone Plastry",Alesto,326kcal,1.10g,70.90g,2.80g,fatsecret
468,"Mini Batoniki z Nerkowców Smak Muffin Jagodowy",Alesto,435kcal,20.80g,49.80g,9.60g,fatsecret
469,"Migdały Blanszowane",Alesto,628kcal,54.50g,3.30g,27.00g,fatsecret
470,"Mieszanka Orzechów Nerkowca i Orzeszków Ziemnych z Miodem i Solą",Alesto,541kcal,33.20g,43.60g,14.80g,fatsecret
471,"Wiśnie Suszone, bez Pestek",Alesto,304kcal,0.60g,69.70g,2.80g,fatsecret
472,"Protein Mix with Nuts & Soy Beans",Alesto,586kcal,45.90g,6.80g,30.80g,fatsecret
473,"Raw Bar Cocoa Beans",Alesto,353kcal,11.29g,46.60g,6.62g,fatsecret
474,"Nuts & Olive Mix",Alesto,645kcal,54.50g,10.60g,23.50g,fatsecret
475,"Dried Mixed Fruit",Alesto,235kcal,0.60g,51.00g,2.90g,fatsecret
476,"Pistachio Mix",Alesto,623kcal,50.70g,14.20g,23.40g,fatsecret
477,"Ananas Suszony",Alesto,382kcal,0.20g,89.20g,2.50g,fatsecret
478,"Fistaszki Prażone w Łupinie",Alesto,608kcal,49.00g,14.00g,24.00g,fatsecret
479,Nut-Mix,Alesto,556kcal,37.00g,44.00g,9.30g,fatsecret
480,"Fruit & Nut Mix Exotic",Alesto,458kcal,22.90g,54.70g,5.50g,fatsecret
481,"Mieszanka Bakaliowa Orzechów i Rodzynek",Alesto,520kcal,36.80g,31.80g,11.80g,fatsecret
482,"Orzeszki Ziemne z Pieprzem",Alesto,585kcal,44.70g,16.60g,25.20g,fatsecret
483,"Orzeszki Pinii",Alesto,715kcal,68.00g,4.80g,18.40g,fatsecret
484,"Mieszanka Suszonych Owoców ",Alesto,254kcal,1.00g,50.00g,2.00g,fatsecret
485,"Mieszanka Owocowo Orzechowa",Alesto,468kcal,25.70g,45.90g,10.30g,fatsecret
486,"Nuts & Seed Mix",Alesto,617kcal,49.70g,11.70g,25.90g,fatsecret
487,"Cruspies Wasabi",Alesto,511kcal,31.50g,40.60g,14.10g,fatsecret
488,"Suszone Banany",Alesto,497kcal,29.00g,55.00g,2.00g,fatsecret
489,Walnuts,Alesto,712kcal,69.10g,3.70g,15.50g,fatsecret
490,"Snack Mix with Olives, Roasted and Spiced",Alesto,645kcal,54.50g,10.60g,23.50g,fatsecret
491,"Mieszanka Egzotyczna",Alesto,431kcal,17.80g,56.30g,8.60g,fatsecret
492,"Cashew Nuts Natural",Alesto,600kcal,47.60g,19.80g,20.50g,fatsecret
493,"Morwa Biała Suszona ",Alesto,337kcal,1.80g,71.00g,3.20g,fatsecret
494,"Miechunka Peruwiańska",Alesto,366kcal,4.70g,64.00g,6.30g,fatsecret
495,"Migdały w Karmelu z Miodem, Prażone Solone",Alesto,545kcal,35.80g,35.70g,17.20g,fatsecret
496,"Macadamia Mix",Alesto,628kcal,51.70g,16.50g,19.60g,fatsecret
497,"Kulki Proteinowe",Alesto,421kcal,19.10g,35.40g,23.60g,fatsecret
498,"Pecan Nuts",Alesto,731kcal,72.10g,5.20g,10.10g,fatsecret
499,"Żurawina Suszona i Słodzona",Alesto,337kcal,1.20g,78.00g,0.70g,fatsecret
500,"Seed Mix",Alesto,579kcal,47.70g,6.40g,26.10g,fatsecret
501,"Chipsy Bananowe",Alesto,545kcal,33.00g,58.00g,1.80g,fatsecret
502,"Brazil Nuts",Alesto,699kcal,67.40g,3.60g,14.70g,fatsecret
503,"Orzeszki Ziemne Słodzone, z Miodem",Alesto,559kcal,35.80g,39.80g,16.90g,fatsecret
504,"Cruspies Zielona Cebulka",Alesto,519kcal,31.00g,44.00g,15.00g,fatsecret
505,"Almonds Roasted, Caramelised with Honey and Cinnamon",Alesto,526kcal,32.00g,43.00g,13.00g,fatsecret
506,"Jabłuszka Chrupiące Plasterki ",Alesto,344kcal,0.50g,75.00g,2.30g,fatsecret
507,"Miks do Salatek",Alesto,618kcal,51.40g,11.10g,24.80g,fatsecret
508,"Mix Orzechów i Suszonych Owoców",Alesto,462kcal,24.00g,47.00g,10.00g,fatsecret
509,"Mix do Sałatek",Alesto,611kcal,52.40g,4.80g,27.10g,fatsecret
510,"Słonecznik z Papryczką Chilli",Alesto,666kcal,60.00g,7.00g,22.00g,fatsecret
511,"Mieszanka Baikalii",Alesto,536kcal,37.50g,35.50g,10.70g,fatsecret
512,"Soft Apricots",Alesto,193kcal,0.30g,42.00g,2.00g,fatsecret
513,"Soft Morele",Alesto,233kcal,0.50g,50.70g,3.00g,fatsecret
514,"Jagody Suszone i Słodzone ",Alesto,311kcal,0.20g,70.20g,1.10g,fatsecret
515,"Almonds Roasted Salted",Alesto,644kcal,56.30g,6.00g,24.00g,fatsecret
516,"Nut & Fruit Mix Classic",Alesto,520kcal,36.80g,31.80g,11.80g,fatsecret
517,"Coconut Cocoa Raw Bar",Alesto,401kcal,17.99g,48.30g,5.04g,fatsecret
518,"Baton Owocowy z Jabłkami",Alesto,338kcal,5.70g,64.50g,2.60g,fatsecret
519,"Raw Protein Biała Czekolada",Alesto,382kcal,16.00g,26.60g,25.20g,fatsecret
520,"Chipsy Kokosowe",Alesto,677kcal,65.00g,7.40g,7.70g,fatsecret
521,"Baton Daktylowy z Kokosem i Sokiem z Marakui ",Alesto,396kcal,18.58g,46.70g,3.89g,fatsecret
522,"Bio Snack Mix",Alesto,510kcal,33.00g,37.00g,13.00g,fatsecret
523,"Bio Batonik Daktylowy Z Kawałkami Ziaren I Migdałami ",Alesto,378kcal,14.00g,49.00g,7.50g,fatsecret
524,"Prażona Kukurydza o Smaku Papryczka Chilli",Alesto,436kcal,13.00g,70.00g,7.50g,fatsecret
525,"Batonik Daktylowy z Orzeszkami Ziemnymi",Alesto,438kcal,22.97g,37.90g,14.19g,fatsecret
526,"Solone Karmelizowane Orzeszki Ziemne",Alesto,471kcal,22.60g,45.60g,14.40g,fatsecret
527,"Royal Mix ",Alesto,674kcal,61.80g,4.40g,21.20g,fatsecret
528,"Pestki Dyni Prażone i Solone",Alesto,433kcal,33.40g,1.50g,27.20g,fatsecret
529,"Raw Kulki Daktylowe",Alesto,334kcal,6.90g,44.60g,19.40g,fatsecret
530,"Baton Owocowy z Truskawkami",Alesto,337kcal,5.70g,64.30g,2.70g,fatsecret
531,"Dry Roasted Peanuts",Alesto,621kcal,51.60g,6.70g,29.00g,fatsecret
532,"Raw Daktyle + Orzechy",Alesto,438kcal,23.00g,37.90g,14.20g,fatsecret
533,"Nuss Frucht Mix Mit Schokoflakes",Alesto,500kcal,30.00g,40.00g,13.50g,fatsecret
534,"Raw Protein Malina Kokos",Alesto,382kcal,16.00g,26.60g,25.20g,fatsecret
535,"Migdały o Smaku Wędzonym",Alesto,612kcal,52.00g,11.00g,20.00g,fatsecret
536,"Jumbo Peanuts Roasted",Alesto,624kcal,51.20g,9.80g,27.10g,fatsecret
537,"Soft Żurawina",Alesto,296kcal,1.10g,68.80g,0.50g,fatsecret
538,"Coconut Chips",Alesto,664kcal,62.70g,8.50g,7.80g,fatsecret
539,"Sugar Peanuts",Alesto,555kcal,34.70g,41.10g,17.10g,fatsecret
540,"Cranberry & Raisin Mix",Alesto,324kcal,0.90g,75.30g,1.40g,fatsecret
541,"Cashew & Cranberry Mix",Alesto,469kcal,24.10g,50.60g,9.80g,fatsecret
542,"Dried Figs",Alesto,304kcal,2.90g,57.80g,3.10g,fatsecret
543,"Peanuts Dates Raw Bar",Alesto,438kcal,22.97g,37.90g,14.19g,fatsecret
544,"Mieszanka Bakaliowa z Żurawiną",Alesto,497kcal,30.00g,39.00g,14.00g,fatsecret
545,"Cruspies BBQ",Alesto,510kcal,31.20g,41.00g,14.00g,fatsecret
546,"Bio Batonik Daktylowy z Kokosem i Chia",Alesto,400kcal,18.00g,48.00g,5.10g,fatsecret
547,"Red Split Lentils",Alesto,114kcal,0.40g,18.80g,7.90g,fatsecret
548,"Spicy Peanuts",Alesto,582kcal,42.10g,25.60g,21.90g,fatsecret
549,"Suszone Wiśnie i Chipsy Bananowe",Alesto,391kcal,11.00g,70.00g,1.50g,fatsecret
550,"Jagody Goji",Alesto,349kcal,0.40g,64.00g,14.00g,fatsecret
551,"Cruspies Chili",Alesto,516kcal,32.00g,40.60g,14.10g,fatsecret
552,"Mieszanka Studencka Egzotyczna",Alesto,449kcal,22.10g,53.60g,6.90g,fatsecret
553,"Delight Bar Mango ",Alesto,310kcal,2.00g,61.40g,5.10g,fatsecret
554,"Raw Kokos + Marakuja",Alesto,396kcal,18.60g,46.70g,3.90g,fatsecret
555,"RAW Kulki Daktylowe Jagody Goji + Kokos",Alesto,348kcal,9.40g,47.10g,13.90g,fatsecret
556,"Mieszanka Bakaliowa z Płatkami Kukurydzianymi w Czekoladzie",Alesto,497kcal,30.00g,40.00g,13.50g,fatsecret
557,"Mango Suszone","Alesto Fine",359kcal,0.50g,86.00g,1.20g,fatsecret
558,"Mieszanka Prażonych Orzechów","Alesto Fine",641kcal,57.00g,5.70g,20.00g,fatsecret
559,"Prażone Pestki Dyni Styryjskiej","Alesto Fine",582kcal,46.00g,2.00g,37.00g,fatsecret
560,"Mieszanka Bakalii","Alesto Fine",536kcal,37.50g,35.50g,10.70g,fatsecret
561,"Mieszanka z Suszonej Żurawiny i Orzechów Nerkowca","Alesto Fine",461kcal,23.60g,52.30g,7.80g,fatsecret
562,"Jagody Suszone i Słodzone","Alesto Fine",311kcal,0.20g,70.20g,1.10g,fatsecret
563,"Słonecznik z Papryką Chilli","Alesto Fine",666kcal,60.00g,7.00g,22.00g,fatsecret
564,"Suszone Kawałki Orzecha Kokosowego ","Alesto Fine",519kcal,31.60g,52.30g,2.90g,fatsecret
565,"Mieszanka Owoców z Miechunką ","Alesto Fine",332kcal,1.60g,69.60g,3.40g,fatsecret
566,"Cruspies Zielona Cebulka","Alesto Fine",519kcal,31.00g,44.00g,15.00g,fatsecret
567,"Lody Śnieżek ",Alex-Pol,75kcal,3.90g,8.50g,1.40g,fatsecret
568,"Kluski Śląskie",Alex-Pol,140kcal,0.50g,32.00g,1.80g,fatsecret
569,"Kurczak po Chińsku",Alex-Pol,200kcal,1.90g,34.00g,11.00g,fatsecret
570,"Kartacze z Mięsem",Alex-Pol,175kcal,5.10g,26.00g,5.40g,fatsecret
571,"Pierogi Ruskie",Alex-Pol,191kcal,2.60g,35.00g,6.00g,fatsecret
572,"Alicja Lody",Alex-Pol,95kcal,5.20g,10.00g,1.60g,fatsecret
573,"Pyzy Ziemniaczane z Mięsem",Alex-Pol,172kcal,5.10g,26.00g,3.50g,fatsecret
574,"Pierogi z Truskawkami",Alex-Pol,215kcal,3.10g,42.00g,4.40g,fatsecret
575,"Pierogi z Serem",Alex-Pol,227kcal,3.50g,37.00g,11.00g,fatsecret
576,"Lody Śmietankowe",Algida,174kcal,6.90g,25.00g,2.70g,fatsecret
577,"Big Milk Śmietankowe",Algida,165kcal,5.90g,25.00g,2.60g,fatsecret
